CES-ID,MSW05_Binomial,TreeTipNamePartial,UphamTreeName.full,Suborder,White,White-tips,Black-tips,Contrasting,Tufts,Naked,Fluffy,Tail_length,Prehen-Bin,Fatty,Autotomy,Mean_Annual_Temp ,Noc,Di,Crep,SocialGrpSize,Litter_size,Hib,A,F,Q,T,shade_score,Openness-Score,Mass,PrecipVar,SnakeThreat,OwlThreat,RaptorThreatNonOwl
14254,Microtus thomasi,Microtus_thomasi,Microtus_thomasi_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,22.11,0,0,0,12.55214792,1,1,1,NA,4.32,0,0,1,0,0,0.267,0.8,26.5,43.43489843,4.904761905,2.492063492,4.857142857
14255,Microtus townsendii,Microtus_townsendii,Microtus_townsendii_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,43.77,0,0,0,8.651872883,1,1,1,NA,5.06,0,0,1,0,1,0.17,0.457142857,64.8,61.68649529,3.4375,4.260416667,6.041666667
14256,Microtus transcaspicus,Microtus_transcaspicus,Microtus_transcaspicus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,39.41,0,0,0,13.4308471,1,1,1,NA,2.1,NA,0,1,0,1,0.3,0.8,35.9,87.60868321,14.82352941,2.529411765,5.470588235
14257,Microtus umbrosus,Microtus_umbrosus,Microtus_umbrosus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,45.96,0,0,0,16.96585798,1,1,1,NA,NA,NA,0,1,0,1,1,0.1,42,97.83047118,19.55555556,4.666666667,10.33333333
14258,Microtus xanthognathus,Microtus_xanthognathus,Microtus_xanthognathus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,31.21,0,0,0,-4.798380912,1,1,1,2,8.1,0,0,0,0,1,0.6,0.2,125.8,53.8487908,0.119906868,5.280558789,6.949941793
14034,Myodes andersoni,Myodes_andersoni,Myodes_andersoni_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,56.4,0,0,0,8.549093649,1,1,1,NA,NA,NA,0,0,0,1,0.167,0.628571429,25.5,39.12898734,4.5,2.517857143,5.928571429
14260,Myodes californicus,Myodes_californicus,Myodes_californicus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,45.92,0,0,0,9.672361972,1,1,1,NA,3.1,0,0,0,0,1,0.6,0.2,18.3,67.97627559,5.726027397,4.739726027,7.410958904
14261,Myodes centralis,Myodes_centralis,Myodes_centralis_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,44.92,0,0,0,-0.192517859,1,1,1,NA,4.83,NA,0,0,0,1,0.6,0.2,32,58.32131776,4.714285714,5.328571429,10.45714286
14262,Myodes gapperi,Myodes_gapperi,Myodes_gapperi_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,34.58,0,0,0,1.203309839,1,1,1,1,5.37,0,0,0,0,1,0.533,0.4,19,41.31004871,3.119341564,5.812242798,7.401748971
14263,Myodes glareolus,Myodes_glareolus,Myodes_glareolus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,48.37,0,0,0,4.011235322,1,1,1,1,4.31,0,0,0,0,1,0.533,0.4,21.2,33.92532164,3.001594261,6.063770426,10.31725787
14036,Myodes regulus,Myodes_regulus,Myodes_regulus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,40.74,0,0,0,10.04345617,1,1,1,NA,NA,NA,0,0,0,1,0.368,0.60952381,38.6,89.20917675,5.634920635,3.555555556,5.015873016
14037,Myodes rex,Myodes_rex,Myodes_rex_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,42.91,0,0,0,1.947810229,1,1,1,NA,8,NA,0,0,0,1,0.425,0.6,55.5,36.33597633,0.918918919,2.216216216,3.067567568
14038,Myodes rufocanus,Myodes_rufocanus,Myodes_rufocanus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,37.19,0,0,0,-4.912031127,1,1,1,1,5.01,0,0,0,0,1,0.4375,0.45,37,56.96581051,1.741017964,6.255491038,8.851300177
14265,Myodes rutilus,Myodes_rutilus,Myodes_rutilus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,0,1,34.13,0,0,0,-5.563661091,1,1,1,1,5.6,0,1,0,0,1,0.575,0.375,28.2,55.66456135,1.391549778,5.377485734,7.877572194
14039,Myodes shanseius,Myodes_shanseius,Myodes_shanseius_CRICETIDAE_RODENTIA,Myomorpha,1,0,0,0,0,0,0,29.15,0,0,0,8.165975743,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.6,0.2,31.8,95.31458674,9.88028169,4.556338028,6.190140845
14040,Myodes smithii,Myodes_smithii,Myodes_smithii_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,42.78,0,0,0,11.17912968,1,1,1,NA,4.1,0,NA,NA,NA,NA,0.433,0.6,35,45.32066371,4.08,2.24,5.04
14266,Myopus schisticolor,Myopus_schisticolor,Myopus_schisticolor_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,15.46,0,0,0,-5.278531696,1,0,0,1,5.25,0,0,0,0,1,0.567,0.2,25,58.30641172,1.638400969,6.923076923,9.5654149
14269,Neacomys dubosti,Neacomys_dubosti,Neacomys_dubosti_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,112.41,NA,0,0,25.66149466,1,0,0,NA,NA,NA,0,0,0,1,0.7,0.333333333,14.7,53.06099984,74.98214286,6.553571429,16.05357143
14270,Neacomys guianae,Neacomys_guianae,Neacomys_guianae_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,99.33,NA,0,0,25.77795125,1,0,0,1,3,NA,0,0,0,1,0.9,0.1,14.2,54.3880107,83.04347826,8.086956522,19.56521739
14271,Neacomys minutus,Neacomys_minutus,Neacomys_minutus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,106.94,NA,0,0,25.83902027,1,0,0,NA,3,0,0,0,0,1,0.85,0.1,10.4,35.51574075,100.8909091,8.527272727,18.69090909
14272,Neacomys musseri,Neacomys_musseri,Neacomys_musseri_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,121.54,NA,0,0,24.7747138,1,0,0,NA,2,NA,0,0,0,1,0.91,0.1,12.1,45.94955456,86.44897959,8.102040816,18.18367347
14273,Neacomys paracou,Neacomys_paracou,Neacomys_paracou_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,95.42,NA,0,0,25.95289638,1,0,0,NA,NA,NA,0,0,0,1,0.9,0.1,14.5,52.454776,85.70440252,7.716981132,18.29559748
14274,Neacomys pictus,Neacomys_pictus,Neacomys_pictus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,108.88,NA,0,0,24.90913321,1,0,0,1,NA,NA,0,0,0,1,0.9,0.1,17.5,56.00335079,28,3.75,9.25
14275,Neacomys spinosus,Neacomys_spinosus,Neacomys_spinosus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,116.67,NA,0,0,24.47728307,1,0,0,1,NA,NA,0,0,0,1,0.475,0.625,19,55.9513008,84.39366516,7.567873303,18.20361991
14277,Neacomys tenuipes,Neacomys_tenuipes,Neacomys_tenuipes_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,107.7,NA,0,0,21.86835825,1,0,0,1,3.94,NA,NA,NA,NA,NA,0.95,0.1,19,48.29094579,46.28,5.94,13.4
14279,Necromys amoenus,Necromys_amoenus,Necromys_amoenus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,71.72,NA,0,0,8.404947771,1,1,1,NA,NA,NA,0,0,0,1,0.333,0.7,29,92.62797997,32.82539683,3.333333333,8.158730159
14280,Necromys lactens,Necromys_lactens,Necromys_lactens_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,68.47,NA,0,0,16.60586521,1,1,1,NA,NA,0,0,0,0,1,0.367,0.7,32.9,93.29419159,38.39130435,4.434782609,11.56521739
14281,Necromys lasiurus,Necromys_lasiurus,Necromys_lasiurus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,61.51,NA,0,0,23.61018033,0,1,0,1,4.5,0,0,1,0,1,0.455,0.642857143,39.9,68.51338021,77.17639752,7.566459627,19.42236025
14284,Necromys obscurus,Necromys_obscurus,Necromys_obscurus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,59.47,NA,0,0,15.4101037,0,1,0,NA,4.86,0,0,1,0,1,0.233,0.6,40.7,19.88825504,15.65,3.65,9.55
14285,Necromys punctulatus,Necromys_punctulatus,Necromys_punctulatus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,53.79,NA,0,0,20.08832095,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.567,0.466666667,37.3,56.2807549,44,5.266666667,12.03333333
14286,Necromys urichi,Necromys_urichi,Necromys_urichi_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,68.95,NA,0,0,24.22387308,1,1,1,NA,5.18,0,1,0,0,0,0.733,0.333333333,34,52.75120948,67.86440678,7.237288136,16.6779661
14287,Nectomys apicalis,Nectomys_apicalis,Nectomys_apicalis_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,104.34,NA,0,0,25.64679321,1,0,0,1,NA,0,0,0,1,1,0.5,0.28,297.4,38.93959636,91.12707182,7.983425414,18.37569061
14288,Nectomys magdalenae,Nectomys_magdalenae,Nectomys_magdalenae_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,97.67,NA,0,0,NA,1,0,0,1,NA,NA,0,0,1,1,0.38,0.54,250.6,39.89437372,59.6969697,6.151515152,15.09090909
14289,Nectomys palmipes,Nectomys_palmipes,Nectomys_palmipes_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,1,92.82,NA,0,0,25.42480451,1,0,0,1,NA,NA,0,0,1,1,0.4,0.28,197,59.73591365,57.15873016,7.428571429,17.25396825
14290,Nectomys rattus,Nectomys_rattus,Nectomys_rattus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,89.93,NA,0,0,25.6266288,1,0,0,1,NA,NA,0,0,1,1,0.3375,0.575,248.8,59.31182019,86.69247084,7.468716861,18.41463415
14292,Nectomys squamipes,Nectomys_squamipes,Nectomys_squamipes_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,108.49,NA,0,0,21.37762137,1,0,0,1,4.5,NA,0,0,1,1,0.1,0.2,190.7,58.80775599,72.00257069,8.084832905,19.33419023
14293,Nelsonia goldmani,Nelsonia_goldmani,Nelsonia_goldmani_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,93.6,NA,1,0,15.72784151,1,0,0,NA,NA,NA,0,0,0,1,1,0.1,28.5,110.6049388,17,7.909090909,11.09090909
14294,Nelsonia neotomodon,Nelsonia_neotomodon,Nelsonia_neotomodon_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,94.56,NA,0,0,14.4887944,1,0,0,NA,NA,NA,0,0,0,1,1,0.1,80,109.4524498,17.27777778,8.388888889,12.5
14296,Neodon forresti,Neodon_forresti,Neodon_forresti_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,33.76,0,0,0,5.102328146,1,0,1,NA,NA,NA,0,0,0,1,0.25,0.8,85.9,78.11206537,37.5,7.5,12.6875
14298,Neodon irene,Neodon_irene,Neodon_irene_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,32.98,0,0,0,1.075476061,1,0,1,NA,3,NA,0,0,0,1,0.35,0.7,44.6,91.32784009,14.77439024,4.719512195,8.37804878
14222,Neodon juldaschi,Blanfordimys_juldaschi,Blanfordimys_juldaschi_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,37.37,0,0,0,1.484968651,1,0,1,3,3.52,0,0,1,0,1,0.43,0.533333333,44.6,74.37847179,5.851485149,4.455445545,6.396039604
14303,Neodon sikimensis,Neodon_sikimensis,Neodon_sikimensis_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,37.61,0,0,0,2.363250173,1,0,1,3,2.25,NA,0,1,0,1,0.45,0.5,67.6,94.33393699,24.21917808,6.97260274,13.67123288
14304,Neofiber alleni,Neofiber_alleni,Neofiber_alleni_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,66.92,NA,1,0,21.78732893,1,0,0,1,2.33,0,0,0,1,1,0.2,0.44,266,43.19730207,14.47826087,3.086956522,4.326086957
14307,Neotoma albigula,Neotoma_albigula,Neotoma_albigula_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,62,0,0,0,16.46623918,1,0,0,1,2.14,0,0,1,0,1,0.3,0.625,206,69.61634745,15.20338983,6.378531073,11
14308,Neotoma angustapalata,Neotoma_angustapalata,Neotoma_angustapalata_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,97.53,0,0,0,20.32649881,1,0,0,1,2,0,0,0,0,1,0.8,0.1,198,73.21807286,22.875,7,13.5
14310,Neotoma bryanti,Neotoma_bryanti,Neotoma_bryanti_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,84.01,0,0,0,17.62098295,1,0,0,1,NA,0,0,0,0,1,0.2,0.633333333,182,76.31315034,0,0,0
14312,Neotoma chrysomelas,Neotoma_chrysomelas,Neotoma_chrysomelas_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,81.93,0,0,0,22.10912439,1,0,0,1,0.97,NA,0,0,0,1,0.55,0.45,169.5,81.15430215,37.84210526,5.263157895,12
14313,Neotoma cinerea,Neotoma_cinerea,Neotoma_cinerea_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,1,81.67,0,0,0,4.183160013,1,0,0,4,3.45,0,0,0,0,1,0.5,0.45,299.2,44.74112027,4.196601942,6.350728155,9.57038835
14314,Neotoma devia,Neotoma_devia,Neotoma_devia_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,79.57,0,0,0,18.4173245,1,0,0,1,NA,0,0,0,0,1,0.1,0.85,200,49.29847418,16.42424242,6.909090909,11.60606061
14316,Neotoma floridana,Neotoma_floridana,Neotoma_floridana_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,79.24,0,0,0,15.85352543,1,0,0,1,3.11,0,0,0,0,1,0.367,0.418181818,244.7,33.33236897,19.20854271,6.09798995,7.972361809
14317,Neotoma fuscipes,Neotoma_fuscipes,Neotoma_fuscipes_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,98.76,0,0,0,11.85245283,1,0,0,1,2.79,0,0,0,0,1,0.5,0.4,229.8,75.68671898,5.842105263,4.434210526,7.276315789
14318,Neotoma goldmani,Neotoma_goldmani,Neotoma_goldmani_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,82.72,NA,0,0,18.29637938,1,0,0,1,1.29,NA,0,0,0,1,0.1,0.85,198,87.30280368,21.67307692,7.076923077,13.63461538
14320,Neotoma lepida,Neotoma_lepida,Neotoma_lepida_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,82.78,0,0,1,10.85624597,1,0,0,1,2.7,0,0,0,0,1,0.2,0.75,163.8,46.91700305,8.191011236,5.116104869,8.632958801
14321,Neotoma leucodon,Neotoma_leucodon,Neotoma_leucodon_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,61.84,0,0,0,16.73468055,1,0,0,1,NA,NA,0,0,0,1,0.2,0.766666667,251.1,74.38248868,20.74208145,7.2760181,12.75113122
14322,Neotoma macrotis,Neotoma_macrotis,Neotoma_macrotis_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,86.31,0,0,0,12.95443969,1,0,0,1,NA,0,0,0,0,1,0.333,0.566666667,198,75.40418905,8.269230769,4.602564103,8.051282051
14323,Neotoma magister,Neotoma_magister,Neotoma_magister_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,88.15,NA,0,0,11.75451003,1,0,0,1,2,0,0,0,0,1,0.6,0.333333333,412.5,14.60945941,16.15,6.52,8.82
14326,Neotoma mexicana,Neotoma_mexicana,Neotoma_mexicana_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,97.76,0,0,0,16.12988954,1,0,0,1,2.59,0,0,0,0,1,0.6,0.3,203,76.72814677,16.31147541,6.448087432,11.15027322
14327,Neotoma micropus,Neotoma_micropus,Neotoma_micropus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,73.32,0,0,0,16.83672247,1,0,0,1,2.5,0,0,0,0,1,0.4,0.6,237.5,61.70278059,21.54090909,6.854545455,11.99090909
14328,Neotoma nelsoni,Neotoma_nelsoni,Neotoma_nelsoni_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,78.97,0,1,0,13.09978071,1,0,0,1,NA,NA,0,0,0,1,1,0.1,198,84.8974369,21.25,8,11
14329,Neotoma palatina,Neotoma_palatina,Neotoma_palatina_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,79.8,0,0,0,18.5099236,1,0,0,1,NA,NA,0,0,0,1,0.4,0.45,198,112.6445195,17.33333333,8.916666667,13
14330,Neotoma phenax,Neotoma_phenax,Neotoma_phenax_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,94.13,0,0,0,24.33098702,1,0,0,1,2,NA,0,0,0,1,0.6,0.3,227.5,109.4893525,10.25,3.428571429,5.821428571
14332,Neotoma stephensi,Neotoma_stephensi,Neotoma_stephensi_CRICETIDAE_RODENTIA,Myomorpha,0,1,0,1,0,0,1,90.45,0,0,0,11.57899819,1,0,0,3,1.06,0,0,0,0,1,0.4,0.5,152.5,52.47701928,15.1969697,7.348484848,12.72727273
14333,Neotomodon alstoni,Neotomodon_alstoni,Neotomodon_alstoni_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,81.7,0,0,0,13.21481471,1,0,0,1,3.2,0,0,0,0,1,1,0.1,40,98.69429077,19.5,8.3,10.63333333
14334,Neotomys ebriosus,Neotomys_ebriosus,Neotomys_ebriosus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,60.16,0,1,0,7.518424412,1,1,1,NA,NA,0,0,0,1,1,0.225,0.425,64.5,89.6426693,24.28977273,2.755681818,6.573863636
14349,Nesoryzomys fernandinae,Nesoryzomys_fernandinae,Nesoryzomys_fernandinae_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,80.09,0,0,0,23.24009195,1,0,0,1,NA,0,0,0,0,1,0.4,0.5,38.1,84.676798,0.25,0.75,0.5
14352,Nesoryzomys swarthi,Nesoryzomys_swarthi,Nesoryzomys_swarthi_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,0,1,87.67,0,0,0,23.63293074,1,0,0,NA,NA,0,0,0,1,1,0.35,0.65,105.8,86.61317721,0.5,0.75,0.5
14354,Neusticomys monticolus,Neusticomys_monticolus,Neusticomys_monticolus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,65.69,0,0,0,12.57367458,1,0,0,1,1.94,NA,0,0,1,1,0.5,0.15,39.5,40.81049501,52.225,5.45,12.85
14355,Neusticomys mussoi,Neusticomys_mussoi,Neusticomys_mussoi_CRICETIDAE_RODENTIA,Myomorpha,0,1,0,1,0,0,0,82.52,0,0,0,21.73400277,1,0,0,1,NA,NA,0,0,1,1,0.086,0.183333333,40,46.92354971,49.25,7.875,16.75
14356,Neusticomys oyapocki,Neusticomys_oyapocki,Neusticomys_oyapocki_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,72.51,0,0,0,25.66175009,1,0,0,1,NA,NA,0,0,1,1,0.567,0.133333333,45,50.48718039,63.56666667,6.266666667,14.83333333
14357,Neusticomys peruviensis,Neusticomys_peruviensis,Neusticomys_peruviensis_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,80.97,0,0,0,24.74985664,1,0,0,1,NA,NA,0,0,1,1,0.45,0.15,40,53.00067405,87.6,8.7,19.5
14358,Neusticomys venezuelae,Neusticomys_venezuelae,Neusticomys_venezuelae_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,94.83,0,0,0,25.64211304,1,0,0,1,1.5,NA,0,0,1,1,0.45,0.15,47.1,59.03812165,76.67272727,8.436363636,19.25454545
14361,Notiomys edwardsii,Notiomys_edwardsii,Notiomys_edwardsii_CRICETIDAE_RODENTIA,Myomorpha,1,0,0,0,0,0,0,39.49,0,0,0,8.636218999,1,0,0,NA,NA,NA,0,0,0,1,0.3,0.733333333,21.3,33.88372784,1.294736842,3.221052632,9.315789474
14362,Nyctomys sumichrasti,Nyctomys_sumichrasti,Nyctomys_sumichrasti_CRICETIDAE_RODENTIA,Myomorpha,0,0,1,1,0,0,0,111.19,0,0,0,23.87895749,1,0,0,2,2,0,1,0,0,0,0.9,0.1,49.4,77.7568176,21.10309278,4.113402062,8.840206186
14363,Ochrotomys nuttalli,Ochrotomys_nuttalli,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,88.55,0,0,0,15.96154681,1,0,0,2,2.62,NA,1,0,0,1,0.422,0.571428571,22.4,21.59954788,19.97212544,5.839721254,7.087108014
14364,Oecomys auyantepui,Oecomys_auyantepui,Oecomys_auyantepui_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,106.31,0,0,0,25.93379093,1,0,0,NA,NA,NA,1,0,0,0,0.85,0.1,41.7,52.04716223,90.98882682,8.067039106,18.88268156
14365,Oecomys bicolor,Oecomys_bicolor,Oecomys_bicolor_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,108.46,0,0,0,25.43015682,1,0,0,1,3.15,0,1,0,0,0,0.75,0.1,34,56.41055811,84.64633068,7.560565871,18.06542882
14366,Oecomys catherinae,Oecomys_catherinae,Oecomys_catherinae_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,118.46,0,0,0,23.53061432,1,0,0,NA,NA,NA,0,0,0,1,0.178,0.571428571,73.4,74.13542682,73.212,6.85,18.246
14367,Oecomys cleberi,Oecomys_cleberi,Oecomys_cleberi_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,101.5,0,0,0,22.82745719,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.6,0.133333333,73.4,81.55683428,89.44444444,7.888888889,19.55555556
14368,Oecomys concolor,Oecomys_concolor,Oecomys_concolor_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,116.02,0,0,0,25.83944613,1,0,0,NA,2.95,NA,1,0,0,0,0.9,0.1,61.6,52.96915659,89.78514589,8.00265252,18.67374005
14369,Oecomys flavicans,Oecomys_flavicans,Oecomys_flavicans_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,114.63,0,0,0,24.60077354,1,0,0,NA,4.5,NA,1,0,0,0,0.75,0.1,73.4,58.37936496,40.05263158,7.131578947,15.76315789
14371,Oecomys mamorae,Oecomys_mamorae,Oecomys_mamorae_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,111.72,0,0,0,25.18934611,1,0,0,1,NA,NA,1,0,0,1,0.439,0.485714286,62.5,62.18784709,77.88888889,8.130718954,21.58823529
14372,Oecomys paricola,Oecomys_paricola,Oecomys_paricola_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,117.43,0,0,0,25.55886738,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.9,0.1,73.4,66.18062569,99.52325581,8.372093023,18.56976744
14373,Oecomys phaeotis,Oecomys_phaeotis,Oecomys_phaeotis_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,104.55,0,0,0,22.52876867,1,0,0,NA,NA,NA,1,0,0,0,0.95,0.1,73.4,59.14181579,61.45454545,5.363636364,12.95454545
14374,Oecomys rex,Oecomys_rex,Oecomys_rex_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,121.09,0,0,0,26.03021676,1,0,0,NA,NA,NA,0,0,0,1,0.489,0.6,73.4,54.35141504,75.05309735,7.283185841,17.47787611
14375,Oecomys roberti,Oecomys_roberti,Oecomys_roberti_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,122.76,0,0,0,25.56582639,1,0,0,NA,2.5,NA,1,0,0,1,0.667,0.333333333,73.4,56.05621273,99.42748092,8.307251908,19.51526718
14376,Oecomys rutilus,Oecomys_rutilus,Oecomys_rutilus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,108.47,0,0,0,26.00919271,1,0,0,NA,NA,NA,0,0,0,1,0.667,0.24,20,50.36059927,92.11111111,7.915343915,18.60846561
14377,Oecomys speciosus,Oecomys_speciosus,Oecomys_speciosus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,117.95,0,0,0,26.12422652,1,0,0,NA,NA,NA,1,0,0,1,0.75,0.1,73.4,63.87408836,48.8,7.248,16.376
14378,Oecomys superans,Oecomys_superans,Oecomys_superans_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,111.33,0,0,0,25.4667705,1,0,0,NA,NA,NA,1,0,0,1,0.35,0.8,73.4,38.8434174,84.50847458,7.13559322,16.62288136
14380,Oecomys trinitatis,Oecomys_trinitatis,Oecomys_trinitatis_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,118.1,0,0,0,24.47546424,1,0,0,NA,NA,NA,1,0,0,1,0.85,0.1,73.4,61.76506789,69.78164925,6.528455285,16.6562137
14381,Oligoryzomys andinus,Oligoryzomys_andinus,Oligoryzomys_andinus_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,143.27,0,0,0,9.882147199,1,0,0,1,NA,NA,0,0,0,1,0.75,0.6,25.2,80.41233837,35.15454545,3.218181818,7.845454545
14382,Oligoryzomys arenalis,Oligoryzomys_arenalis,Oligoryzomys_arenalis_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,125,0,0,0,16.68227882,1,0,0,NA,NA,NA,0,0,0,1,0.333,0.58,25.2,87.08887682,14.5625,1.859375,4.171875
14383,Oligoryzomys brendae,Oligoryzomys_brendae,Oligoryzomys_brendae_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,137.99,0,0,0,15.95004632,1,0,0,1,NA,0,NA,NA,NA,NA,0.65,0.45,23.8,101.5257507,26.25,3,12.25
14384,Oligoryzomys chacoensis,Oligoryzomys_chacoensis,Oligoryzomys_chacoensis_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,131.44,0,0,0,24.07834245,1,0,0,1,3.67,0,0,0,0,1,0.375,0.5,23,67.25476704,63.39160839,7.076923077,19.3986014
14387,Oligoryzomys destructor,Oligoryzomys_destructor,Oligoryzomys_destructor_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,127.81,0,0,0,16.93675697,1,0,0,1,4,NA,NA,NA,NA,NA,0.667,0.333333333,25.2,74.98353359,45.54545455,4.707070707,11.82323232
14388,Oligoryzomys flavescens,Oligoryzomys_flavescens,Oligoryzomys_flavescens_CRICETIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,130.05,0,0,0,19.0295872,1,0,0,1,4.95,0,0,0,0,1,0.32,0.62,21.3,52.24569645,46.28440367,6.691743119,16.39816514
