CES-ID,MSW05_Binomial,TreeTipNamePartial,UphamTreeName.full,Suborder,White,White-tips,Black-tips,Contrasting,Tufts,Naked,Fluffy,Tail_length,Prehen-Bin,Fatty,Autotomy,Mean_Annual_Temp ,Noc,Di,Crep,SocialGrpSize,Litter_size,Hib,A,F,Q,T,shade_score,Openness-Score,Mass,PrecipVar,SnakeThreat,OwlThreat,RaptorThreatNonOwl
15081,Perognathus flavus,Perognathus_flavus,Perognathus_flavus_HETEROMYIDAE_RODENTIA,Castorimorpha,1,0,0,0,0,0,0,88.33,0,0,0,13.80013763,1,0,0,1,3.94,1,0,0,0,1,0.233,0.766666667,7.7,70.16490291,16.30027548,7.154269972,12.05509642
15082,Perognathus inornatus,Perognathus_inornatus,Perognathus_inornatus_HETEROMYIDAE_RODENTIA,Castorimorpha,0,0,0,0,0,1,0,102.74,0,0,0,16.12160828,1,0,0,1,4,1,0,0,0,1,0.133,0.766666667,10.9,85.45791535,8.833333333,5.285714286,9.119047619
15083,Perognathus longimembris,Perognathus_longimembris,Perognathus_longimembris_HETEROMYIDAE_RODENTIA,Castorimorpha,0,0,0,0,0,1,0,127.59,0,0,0,13.25160132,1,0,0,1,4.45,1,0,0,0,1,0.233,0.766666667,7.6,49.76053867,9.607329843,5.518324607,9.314136126
15084,Perognathus merriami,Perognathus_merriami,Perognathus_merriami_HETEROMYIDAE_RODENTIA,Castorimorpha,1,0,0,0,0,0,0,91.15,0,0,0,18.62188946,1,0,0,1,4.18,1,0,0,0,1,0.225,0.775,6.9,61.43337032,24.25,6.690789474,12.09210526
15086,Perognathus parvus,Perognathus_parvus,Perognathus_parvus_HETEROMYIDAE_RODENTIA,Castorimorpha,1,0,0,0,0,0,0,NA,0,0,0,8.427212997,1,0,0,1,4.86,1,0,0,0,1,0.32,0.66,21.8,39.86432212,7.741071429,7.330357143,11.46428571
15087,Atherurus africanus,Atherurus_africanus,Atherurus_africanus_HYSTRICIDAE_RODENTIA,Hystricomorpha,0,1,0,1,1,1,1,37.31,0,0,1,24.53252327,1,0,0,2,1.5,0,0,1,0,1,0.622,0.4,1934,57.39337264,54.21005386,5.718132855,18.28904847
15088,Atherurus macrourus,Atherurus_macrourus,Atherurus_macrourus_HYSTRICIDAE_RODENTIA,Hystricomorpha,0,1,0,1,1,1,1,37.37,0,0,1,22.08732369,1,0,0,3,1.5,0,0,1,0,1,0.909,0.119047619,2000,80.02341352,39.0239521,8.21756487,12.33333333
15089,Hystrix africaeaustralis,Hystrix_africaeaustralis,Hystrix_africaeaustralis_HYSTRICIDAE_RODENTIA,Hystricomorpha,1,0,0,0,0,0,1,16.38,0,0,0,21.07960491,1,0,0,2,1.51,0,0,0,0,1,0.336,0.718032787,14936,88.67424796,32.00097276,6.686770428,26.51848249
15090,Hystrix brachyura,Hystrix_brachyura,Hystrix_brachyura_HYSTRICIDAE_RODENTIA,Hystricomorpha,0,0,0,0,0,0,1,16.61,0,0,0,20.90991616,1,0,0,2,1.41,0,0,1,0,1,0.43,0.472727273,8450,68.18789904,38.22731707,6.884878049,10.91317073
15091,Hystrix crassispinis,Hystrix_crassispinis,Hystrix_crassispinis_HYSTRICIDAE_RODENTIA,Hystricomorpha,1,1,0,1,0,0,1,22.87,0,0,0,26.26750724,1,0,0,2,NA,0,0,0,0,1,0.711,0.52,5445,23.54241847,52.14388489,3.690647482,8.129496403
15092,Hystrix cristata,Hystrix_cristata,Hystrix_cristata_HYSTRICIDAE_RODENTIA,Hystricomorpha,1,0,0,0,0,0,1,16.61,0,0,0,22.84098081,1,0,0,2,1.73,0,0,0,0,1,0.312,0.625,16250,83.21139055,31.81680831,5.47592068,20.79886686
15093,Hystrix indica,Hystrix_indica,Hystrix_indica_HYSTRICIDAE_RODENTIA,Hystricomorpha,0,0,0,0,0,0,1,16.61,0,0,0,19.29828194,1,0,0,2,1.73,0,0,1,0,1,0.489,0.511111111,12435.8,90.08731316,15.42051684,4.08770556,10.26703211
15094,Hystrix javanica,Hystrix_javanica,Hystrix_javanica_HYSTRICIDAE_RODENTIA,Hystricomorpha,1,0,0,0,0,0,1,20.63,0,0,0,24.68601728,1,0,0,2,NA,0,0,1,0,1,0.567,0.4,23014.4,63.78120866,14.475,1.5625,3.4125
15095,Hystrix pumila,Hystrix_pumila,Hystrix_pumila_HYSTRICIDAE_RODENTIA,Hystricomorpha,0,0,0,0,0,0,1,22.78,0,0,0,26.74470447,1,0,0,1,NA,0,0,0,0,1,0.717,0.516666667,2740,70.8843543,2.666666667,0.285714286,1.238095238
15096,Hystrix sumatrae,Hystrix_sumatrae,Hystrix_sumatrae_HYSTRICIDAE_RODENTIA,Hystricomorpha,1,0,0,0,0,0,1,19.7,0,0,0,25.10924774,1,0,0,2,NA,0,0,0,0,1,0.567,0.466666667,3260,30.35008644,39.63636364,3.98989899,7.636363636
15097,Trichys fasciculata,Trichys_fasciculata,Trichys_fasciculata_HYSTRICIDAE_RODENTIA,Hystricomorpha,0,1,0,1,1,1,1,49.4,0,0,1,25.86070987,1,0,0,1,NA,0,0,0,0,1,0.725,0.566666667,1655,27.04584231,47.30677291,3.912350598,8.011952191
15098,Abditomys latidens,Abditomys_latidens,Abditomys_latidens_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,91.05,0,0,0,20.54170564,1,0,0,NA,NA,NA,1,0,0,0,0.75,0.333333333,269,73.62732423,15,1.076923077,7.846153846
15099,Abeomelomys sevia,Abeomelomys_sevia,Abeomelomys_sevia_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,131.35,1,0,0,16.04870937,1,0,0,1,1,0,1,0,0,0,0.55,0.45,52,22.10468177,10.20833333,2.666666667,9.5
15100,Acomys cahirinus,Acomys_cahirinus,Acomys_cahirinus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,104.09,0,0,1,23.35722075,1,0,1,2,2.43,0,0,0,0,1,0.333,0.7,52.5,68.94223528,7.220289855,1.255072464,3.563768116
15103,Acomys cilicicus,Acomys_cilicicus,Acomys_cilicicus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,98.11,0,0,1,19.02061403,1,0,1,NA,2,NA,0,0,0,1,0.3,0.7,42.5,88.77065257,2,1,1
15104,Acomys cineraceus,Acomys_cineraceus,Acomys_cineraceus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,94.15,0,0,1,25.56008547,1,0,1,NA,2.5,0,0,0,0,1,0.268,0.717307692,20.3,106.8122877,22.42035398,6.584070796,29.83628319
15105,Acomys dimidiatus,Acomys_dimidiatus,Acomys_dimidiatus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,95.79,0,0,1,25.18573459,1,0,1,2,NA,0,0,0,0,1,0.267,0.623076923,37.5,81.73929928,8.428223844,0.98296837,3.180048662
15106,Acomys ignitus,Acomys_ignitus,Acomys_ignitus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,75.24,0,0,1,23.68070212,1,0,1,NA,1.5,0,0,0,0,1,0.15,0.7,24,79.52463241,32.67647059,7.441176471,35.02941176
15107,Acomys johannis,Acomys_johannis,Acomys_johannis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,91.74,0,0,1,27.89761312,1,0,1,NA,1.4,0,0,0,0,1,0.3,0.7,18.5,112.8300341,44.64150943,6.726415094,29.28301887
15108,Acomys kempi,Acomys_kempi,Acomys_kempi_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,91,0,0,1,26.51791539,1,0,1,NA,1.5,0,0,0,0,1,0.15,0.7,22,89.32295588,21.58474576,6.084745763,26.31355932
15109,Acomys louisae,Acomys_louisae,Acomys_louisae_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,109.2,0,0,1,26.31477337,1,0,1,NA,NA,NA,0,0,0,1,0.2,0.733333333,20.2,101.4017882,9.294520548,3.260273973,11.46575342
15110,Acomys minous,Acomys_minous,Acomys_minous_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,95.87,0,0,1,16.36230934,1,0,1,NA,2.5,0,0,0,0,1,0.3,0.7,62.5,85.80526139,0.277777778,0.222222222,0.333333333
15111,Acomys mullah,Acomys_mullah,Acomys_mullah_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,88.33,0,0,1,27.1354893,1,0,1,NA,NA,0,0,0,0,1,0.3,0.65,28.4,73.49160022,14.55555556,5.037037037,23.85185185
15113,Acomys nesiotes,Acomys_nesiotes,Acomys_nesiotes_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,90.09,0,0,1,18.355,1,0,1,1,2.5,0,0,0,0,1,0.2,0.8,52.5,91.09957357,0.470588235,0.235294118,0.235294118
15115,Acomys percivali,Acomys_percivali,Acomys_percivali_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,67.88,0,0,1,25.21148331,1,0,1,2,1.5,0,0,0,0,1,0.233,0.633333333,22,61.82139147,35.6031746,8.142857143,35.49206349
15116,Acomys russatus,Acomys_russatus,Acomys_russatus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,66.36,0,0,1,24.15817093,1,0,1,NA,2.5,0,0,0,0,1,0.2,0.8,49.8,66.82198175,8.892307692,1.061538462,3.687179487
15118,Acomys seurati,Acomys_seurati,Acomys_seurati_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,123.66,0,0,1,23.32931607,1,0,1,NA,NA,NA,0,0,0,1,0.1,0.85,71.2,44.74785222,6.365079365,1.857142857,0.53968254
15119,Acomys spinosissimus,Acomys_spinosissimus,Acomys_spinosissimus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,89.2,0,0,1,21.01145121,1,0,1,2,2.71,0,0,0,0,1,0.25,0.7,26.5,101.6473995,36.43217666,8.47318612,35.11041009
15120,Acomys subspinosus,Acomys_subspinosus,Acomys_subspinosus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,88,0,0,1,16.54800247,1,0,1,2,3,0,0,0,0,1,0.3,0.7,21,40.04604006,12.44117647,2.5,12.55882353
15121,Acomys wilsoni,Acomys_wilsoni,Acomys_wilsoni_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,81.28,0,0,1,24.66620704,1,0,1,NA,2.29,0,1,0,0,1,0.233,0.633333333,18.5,84.66929495,25.73684211,6.473684211,29.43859649
15122,Aethomys bocagei,Aethomys_bocagei,Aethomys_bocagei_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,98.83,0,0,0,22.73299762,1,0,0,NA,NA,NA,0,0,0,1,0.333,0.433333333,107.6,88.7233493,31.79411765,4.897058824,16.76470588
15123,Aethomys chrysophilus,Aethomys_chrysophilus,Aethomys_chrysophilus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,112.46,0,0,0,22.17824107,1,0,0,2,3.09,0,0,0,0,1,0.317,0.616666667,74.9,99.87852503,30.62695925,7.285266458,30.53291536
15124,Aethomys hindei,Aethomys_hindei,Aethomys_hindei_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,104.41,0,0,0,24.49252909,1,0,0,1,2.05,0,0,0,0,1,0.467,0.5,103.5,73.77254313,47.88346883,7.533875339,27.83197832
15125,Aethomys ineptus,Aethomys_ineptus,Aethomys_ineptus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,106.44,0,0,0,17.75206697,1,0,0,1,NA,0,0,0,0,1,0.433,0.533333333,74.9,73.14725886,29.78991597,6.647058824,22.89915966
15126,Aethomys kaiseri,Aethomys_kaiseri,Aethomys_kaiseri_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,86.87,0,0,0,21.76452811,1,0,0,1,3,0,0,0,0,1,0.5,0.35,90,83.89988187,41.55052265,7.850174216,31.84320557
15127,Aethomys nyikae,Aethomys_nyikae,Aethomys_nyikae_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,117.03,0,0,0,21.24037855,1,0,0,2,3.56,NA,0,0,0,1,0.6,0.1,77,94.78369911,45.75796178,8.484076433,31.31210191
15128,Aethomys silindensis,Aethomys_silindensis,Aethomys_silindensis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,101.41,0,0,0,19.15280514,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.4,0.45,107.6,100.9361839,47.47368421,10.15789474,38.94736842
15129,Aethomys stannarius,Aethomys_stannarius,Aethomys_stannarius_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,110.85,0,0,0,26.01900496,1,0,0,NA,NA,NA,0,0,0,1,0.27,0.648484848,107.6,114.3791507,46.51282051,6.692307692,32.28205128
15130,Aethomys thomasi,Aethomys_thomasi,Aethomys_thomasi_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,81.79,0,0,0,20.26253551,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.4,0.5,107.6,99.72802662,31.3968254,6.142857143,23.84126984
15131,Ammodillus imbellis,Ammodillus_imbellis,Ammodillus_imbellis_MURIDAE_RODENTIA,Myomorpha,0,0,1,1,1,0,1,147.62,0,0,0,26.9844728,1,0,0,3,NA,NA,0,1,0,1,0.3,0.8,50,115.5644639,8.076923077,3.461538462,8.564102564
15132,Anisomys imitator,Anisomys_imitator,Anisomys_imitator_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,0,0,126.8,0,0,0,17.57242564,1,0,0,1,NA,NA,0,0,0,1,0.7,0.45,510.5,22.06468697,9.152777778,2.222222222,7.291666667
15133,Anonymomys mindorensis,Anonymomys_mindorensis,Anonymomys_mindorensis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,1,1,1,144.48,0,0,0,22.13854606,1,0,0,NA,NA,NA,1,0,0,0,1,0.1,59.6,68.70037945,0.666666667,0,0
15134,Apodemus agrarius,Apodemus_agrarius,Apodemus_agrarius_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,92.31,0,0,1,5.573632563,0,1,0,1,5.64,0,0,0,0,1,0.35,0.628571429,23.3,52.50282303,7.905500185,7.059062385,11.8298265
15135,Apodemus alpicola,Apodemus_alpicola,Apodemus_alpicola_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,121.88,0,0,0,3.78062738,1,0,1,NA,NA,NA,0,1,0,1,0.6,0.2,28.1,25.58235736,4.75,4.428571429,7.964285714
15136,Apodemus argenteus,Apodemus_argenteus,Apodemus_argenteus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,109.09,0,0,0,10.6073975,1,0,1,NA,3.67,0,1,0,0,1,0.6,0.2,21,41.7440255,2.617283951,1.654320988,3.679012346
15138,Apodemus chevrieri,Apodemus_chevrieri,Apodemus_chevrieri_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,94.95,0,0,0,12.35239774,0,1,0,NA,NA,NA,0,0,0,1,0.35,0.65,32.9,78.33411294,34.21105528,7.844221106,11.17085427
15139,Apodemus draco,Apodemus_draco,Apodemus_draco_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,109.84,0,0,0,13.12914788,1,0,1,NA,NA,NA,0,1,0,1,0.41,0.525,22.3,78.03873426,34.51832461,8.112565445,11.36910995
15141,Apodemus epimelas,Apodemus_epimelas,Apodemus_epimelas_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,99.2,0,0,0,12.54705856,1,0,1,NA,5,0,0,0,0,1,0.2,0.8,42,38.16274761,4.923076923,2.615384615,5.054945055
15142,Apodemus flavicollis,Apodemus_flavicollis,Apodemus_flavicollis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,104.74,0,0,1,7.463781112,1,0,1,1,4.94,0,1,1,0,1,0.56,0.32,39,33.35043029,4.663608563,4.905810398,9.655657492
15143,Apodemus gurkha,Apodemus_gurkha,Apodemus_gurkha_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,112.94,0,0,0,5.84397471,1,0,1,NA,NA,NA,0,1,0,1,0.6,0.2,39.9,100.3619567,22.9047619,8.619047619,16.85714286
15144,Apodemus hyrcanicus,Apodemus_hyrcanicus,Apodemus_hyrcanicus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,100.5,0,0,0,13.98711706,1,0,1,NA,NA,NA,0,0,0,1,0.6,0.2,28.5,60.97003152,22.52830189,4.056603774,11.24528302
15146,Apodemus latronum,Apodemus_latronum,Apodemus_latronum_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,110.55,0,0,0,4.758538857,1,0,1,NA,NA,NA,0,0,0,1,0.44,0.542857143,35.2,88.91585421,21.9862069,5.924137931,10.20689655
15148,Apodemus mystacinus,Apodemus_mystacinus,Apodemus_mystacinus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,105.65,0,0,0,11.02559086,1,0,1,1,3.88,NA,0,0,0,1,0.367,0.6,45.6,62.05115138,7.035087719,2.030701754,6.289473684
15149,Apodemus pallipes,Apodemus_pallipes,Apodemus_pallipes_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,98.9,0,0,0,4.871473251,1,0,1,NA,NA,NA,0,0,0,1,0.6,0.2,25.5,83.87229821,12.91346154,5.466346154,10.55769231
15150,Apodemus peninsulae,Apodemus_peninsulae,Apodemus_peninsulae_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,89.9,0,0,0,-0.528252307,1,0,1,NA,4.41,0,0,0,0,1,0.4,0.52,32.9,82.38773236,5.624711849,6.693868142,9.78054403
15151,Apodemus ponticus,Apodemus_ponticus,Apodemus_ponticus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,108.06,0,0,0,8.780477404,1,0,1,NA,5.5,0,0,0,0,1,0.4,0.6,33.8,40.08167745,9.920353982,3.451327434,9.336283186
15152,Apodemus rusiges,Apodemus_rusiges,Apodemus_rusiges_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,105.82,0,0,0,5.247480783,1,0,1,2,NA,0,0,0,0,1,0.6,0.2,30.1,70.50603036,12.14516129,5.338709677,11.32258065
15140,Apodemus semotus,Apodemus_semotus,Apodemus_semotus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,120,0,0,0,19.62574341,1,0,1,NA,3.56,0,0,0,0,1,0.433,0.533333333,28.8,68.54767896,11.47368421,2.157894737,4.789473684
15153,Apodemus speciosus,Apodemus_speciosus,Apodemus_speciosus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,90.91,0,0,0,10.5803368,1,0,1,1,4.47,0,0,0,0,1,0.35,0.7,33.8,41.66216995,2.465116279,1.558139535,3.465116279
15154,Apodemus sylvaticus,Apodemus_sylvaticus,Apodemus_sylvaticus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,97.37,0,0,1,9.395007049,1,0,1,1,5.16,0,1,0,0,1,0.36,0.7,30.5,31.56059946,3.189226519,3.207872928,6.517265193
15155,Apodemus uralensis,Apodemus_uralensis,Apodemus_uralensis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,100,0,0,0,4.743713088,1,0,1,NA,5.72,0,1,0,0,1,0.35,0.65,17.1,38.14801556,5.509477312,6.027570362,12.41470419
15156,Apodemus witherbyi,Apodemus_witherbyi,Apodemus_witherbyi_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,103.21,0,0,0,10.70326952,1,0,1,NA,4.5,0,0,0,0,1,0.4,0.566666667,30,54.45111437,10.73176471,2.865882353,8.091764706
15157,Apomys abrae,Apomys_abrae,Apomys_abrae_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,100.76,0,0,0,21.03964835,1,0,0,NA,2,NA,0,0,0,1,0.65,0.45,56.6,77.61645187,17.57142857,1.285714286,9.214285714
15162,Apomys datae,Apomys_datae,Apomys_datae_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,92.86,0,0,0,21.11831421,1,0,0,NA,1.6,0,0,0,0,1,0.678,0.514285714,106,77.61645187,17.57142857,1.285714286,9.214285714
15163,Apomys gracilirostris,Apomys_gracilirostris,Apomys_gracilirostris_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,112.68,0,0,0,22.26895378,1,0,0,NA,3,NA,0,0,0,1,1,0.1,88.1,68.70037945,0.666666667,0,0
15164,Apomys hylocetes,Apomys_hylocetes,Apomys_hylocetes_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,1,0,119.47,0,0,0,22.64170515,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0.1,45.1,34.03276828,22.33333333,2,10.44444444
15165,Apomys insignis,Apomys_insignis,Apomys_insignis_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,1,0,159.79,0,0,0,26.01403243,1,0,0,NA,NA,NA,0,0,0,1,0.95,0.1,29.9,37.21435082,8.564102564,0.717948718,3.820512821
15167,Apomys littoralis,Apomys_littoralis,Apomys_littoralis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,122.17,0,0,0,25.59163337,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.9,0.1,31,42.18288657,14,1.25,6.5
15170,Apomys microdon,Apomys_microdon,Apomys_microdon_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,138.58,0,0,0,24.34989772,1,0,0,NA,2,NA,1,0,0,1,0.95,0.1,35.1,63.9996908,9.333333333,0.666666667,4.880952381
15172,Apomys musculus,Apomys_musculus,Apomys_musculus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,109,0,0,0,24.31588734,1,0,0,NA,2,0,1,0,0,1,0.95,0.1,21.2,61.1436987,8.632653061,0.591836735,4.387755102
15173,Apomys sacobianus,Apomys_sacobianus,Apomys_sacobianus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,93.52,0,0,0,24.84903176,1,0,0,NA,NA,0,0,0,0,1,0.6,0.45,82.4,102.2717656,7.25,0.5,3.5
15176,Archboldomys luzonensis,Archboldomys_luzonensis,Archboldomys_luzonensis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,68.87,0,0,0,20.52275644,0,1,0,1,1,NA,0,0,0,1,1,0.1,35.4,47.35900153,13.5,1,7.25
15177,Archboldomys maximus,Archboldomys_maximus,Archboldomys_maximus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,90.83,0,0,0,24.849,1,0,0,NA,1,NA,0,0,0,1,1,0.1,NA,NA,NA,NA,NA
15178,Arvicanthis abyssinicus,Arvicanthis_abyssinicus,Arvicanthis_abyssinicus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,75.27,0,0,0,19.44390124,1,1,1,3,5.6,0,0,0,0,1,0.2,0.8,77.1,94.05463269,19.55072464,7.289855072,33.31884058
15179,Arvicanthis ansorgei,Arvicanthis_ansorgei,Arvicanthis_ansorgei_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,87.91,0,0,0,27.16726813,1,1,1,3,5.4,NA,0,0,0,1,0.288,0.725,113.5,119.7600323,38.49285714,5.728571429,24.07142857
15180,Arvicanthis blicki,Arvicanthis_blicki,Arvicanthis_blicki_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,63.88,0,0,0,13.35559405,1,1,1,3,3.2,0,0,0,0,1,0.1,0.8,128,64.95195703,24.78571429,7.714285714,38.57142857
15181,Arvicanthis nairobae,Arvicanthis_nairobae,Arvicanthis_nairobae_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,78.25,0,0,0,20.57538662,1,1,1,5,5.5,NA,0,0,0,1,0.2,0.6,104,77.04261053,35.25,9.136363636,40.93181818
15182,Arvicanthis neumanni,Arvicanthis_neumanni,Arvicanthis_neumanni_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,74.91,0,0,0,24.13087845,1,1,1,3,NA,NA,0,0,0,1,0.25,0.55,95.1,94.37566335,19.98206278,5.99103139,27.21973094
15183,Arvicanthis niloticus,Arvicanthis_niloticus,Arvicanthis_niloticus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,78.41,0,0,0,26.04143841,1,1,1,3,4.86,0,0,0,0,1,0.278,0.722222222,106.9,105.1646336,28.17234664,5.789678676,24.86368062
15184,Arvicanthis rufinus,Arvicanthis_rufinus,Arvicanthis_rufinus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,93.49,0,0,0,26.33464042,1,1,1,3,NA,NA,0,0,0,1,0.35,0.666666667,144.1,80.71254615,43.22222222,5.378787879,20.37878788
15187,Bandicota bengalensis,Bandicota_bengalensis,Bandicota_bengalensis_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,74.26,0,0,0,24.70899305,1,0,0,1,7.29,0,0,1,0,1,0.432,0.568421053,188.5,111.4193699,25.92053973,7.131934033,16.15592204
15188,Bandicota indica,Bandicota_indica,Bandicota_indica_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,79.18,0,0,0,24.01530102,1,0,0,3,6.12,0,0,1,0,1,0.215,0.682051282,720,101.3553697,32.14425163,7.725596529,14.94685466
15189,Bandicota savilei,Bandicota_savilei,Bandicota_savilei_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,1,0,68.38,0,0,0,25.46272573,1,0,0,1,8,0,0,1,0,1,0.35,0.8,199,88.64899375,41.02030457,9.868020305,15.51269036
15190,Batomys dentatus,Batomys_dentatus,Batomys_dentatus_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,0,0,94.87,0,0,0,17.07478979,1,0,0,NA,NA,NA,0,0,0,1,1,0.1,196,98.57782557,13.75,1,7
15191,Batomys granti,Batomys_granti,Batomys_granti_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,85.19,0,0,0,19.25497394,1,0,0,NA,NA,NA,0,0,0,1,0.767,0.333333333,177.8,64.92285844,16.76923077,1.230769231,8.846153846
15193,Batomys russatus,Batomys_russatus,Batomys_russatus_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,75.6,0,0,0,26.82692786,1,0,0,NA,NA,NA,0,0,0,1,0.9,0.1,115,38.88357638,4.666666667,0.166666667,1.666666667
15194,Batomys salomonseni,Batomys_salomonseni,Batomys_salomonseni_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,0,0,90.27,0,0,0,25.43708184,1,0,0,NA,1.5,NA,0,0,0,1,0.95,0.1,187,36.88832777,12.95652174,1.086956522,6
15196,Berylmys berdmorei,Berylmys_berdmorei,Berylmys_berdmorei_MURIDAE_RODENTIA,Myomorpha,0,0,0,0,0,1,0,76.63,0,0,0,24.78689623,1,0,0,1,NA,NA,0,1,0,0,0.9,0.1,235,87.55118717,38.79120879,9.39010989,14.22527473
15197,Berylmys bowersi,Berylmys_bowersi,Berylmys_bowersi_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,1,0,104.17,0,0,0,19.74342096,1,0,0,1,3.88,NA,0,0,0,1,0.553,0.370491803,300,76.0946087,43.68503937,9.035433071,13.5492126
15198,Berylmys mackenziei,Berylmys_mackenziei,Berylmys_mackenziei_MURIDAE_RODENTIA,Myomorpha,0,1,0,1,0,1,0,101.76,0,0,0,19.9989216,1,0,0,1,NA,NA,0,1,0,0,1,0.1,256,90.63083445,45.81967213,10.44262295,15.08196721
